URI	code	Label (English)	Label (French)
http://id.loc.gov/vocabulary/languages/tgl	tgl	Tagalog	
http://id.loc.gov/vocabulary/languages/tha	tha	Thai	
http://id.loc.gov/vocabulary/languages/tib	tib	Tibetan	
http://id.loc.gov/vocabulary/languages/tig	tig	Tigré	
http://id.loc.gov/vocabulary/languages/tir	tir	Tigrinya	
http://id.loc.gov/vocabulary/languages/tiv	tiv	Tiv	
http://id.loc.gov/vocabulary/languages/tkl	tkl	Tokelauan	
http://id.loc.gov/vocabulary/languages/tlh	tlh	Klingon (Artificial language)	
http://id.loc.gov/vocabulary/languages/tli	tli	Tlingit	
http://id.loc.gov/vocabulary/languages/tmh	tmh	Tamashek	
http://id.loc.gov/vocabulary/languages/tog	tog	Tonga (Nyasa)	
http://id.loc.gov/vocabulary/languages/ton	ton	Tongan	
http://id.loc.gov/vocabulary/languages/tpi	tpi	Tok Pisin	
http://id.loc.gov/vocabulary/languages/tsi	tsi	Tsimshian	
http://id.loc.gov/vocabulary/languages/tsn	tsn	Tswana	
http://id.loc.gov/vocabulary/languages/tso	tso	Tsonga	
http://id.loc.gov/vocabulary/languages/tuk	tuk	Turkmen	
http://id.loc.gov/vocabulary/languages/tum	tum	Tumbuka	
http://id.loc.gov/vocabulary/languages/tup	tup	Tupi languages	
http://id.loc.gov/vocabulary/languages/tur	tur	Turkish	
http://id.loc.gov/vocabulary/languages/tut	tut	Altaic (Other)	
http://id.loc.gov/vocabulary/languages/tvl	tvl	Tuvaluan	
http://id.loc.gov/vocabulary/languages/twi	twi	Twi	
http://id.loc.gov/vocabulary/languages/tyv	tyv	Tuvinian	
http://id.loc.gov/vocabulary/languages/udm	udm	Udmurt	
http://id.loc.gov/vocabulary/languages/uga	uga	Ugaritic	
http://id.loc.gov/vocabulary/languages/uig	uig	Uighur	
http://id.loc.gov/vocabulary/languages/ukr	ukr	Ukrainian	
http://id.loc.gov/vocabulary/languages/umb	umb	Umbundu	
http://id.loc.gov/vocabulary/languages/und	und	Undetermined	
http://id.loc.gov/vocabulary/languages/urd	urd	Urdu	
http://id.loc.gov/vocabulary/languages/uzb	uzb	Uzbek	
http://id.loc.gov/vocabulary/languages/vai	vai	Vai	
http://id.loc.gov/vocabulary/languages/ven	ven	Venda	
http://id.loc.gov/vocabulary/languages/vie	vie	Vietnamese	
http://id.loc.gov/vocabulary/languages/vol	vol	Volapük	
http://id.loc.gov/vocabulary/languages/vot	vot	Votic	
http://id.loc.gov/vocabulary/languages/wak	wak	Wakashan languages	
http://id.loc.gov/vocabulary/languages/wal	wal	Wolayta	
http://id.loc.gov/vocabulary/languages/war	war	Waray	
http://id.loc.gov/vocabulary/languages/was	was	Washoe	
http://id.loc.gov/vocabulary/languages/wel	wel	Welsh	
http://id.loc.gov/vocabulary/languages/wen	wen	Sorbian (Other)	
http://id.loc.gov/vocabulary/languages/wln	wln	Walloon	
http://id.loc.gov/vocabulary/languages/wol	wol	Wolof	
http://id.loc.gov/vocabulary/languages/xal	xal	Oirat	
http://id.loc.gov/vocabulary/languages/xho	xho	Xhosa	
http://id.loc.gov/vocabulary/languages/yao	yao	Yao (Africa)	
http://id.loc.gov/vocabulary/languages/yap	yap	Yapese	
http://id.loc.gov/vocabulary/languages/yid	yid	Yiddish	
http://id.loc.gov/vocabulary/languages/yor	yor	Yoruba	
http://id.loc.gov/vocabulary/languages/ypk	ypk	Yupik languages	
http://id.loc.gov/vocabulary/languages/zap	zap	Zapotec	
http://id.loc.gov/vocabulary/languages/zbl	zbl	Blissymbolics	
http://id.loc.gov/vocabulary/languages/zen	zen	Zenaga	
http://id.loc.gov/vocabulary/languages/zha	zha	Zhuang	
http://id.loc.gov/vocabulary/languages/znd	znd	Zande languages	
http://id.loc.gov/vocabulary/languages/zul	zul	Zulu	
http://id.loc.gov/vocabulary/languages/zun	zun	Zuni	
http://id.loc.gov/vocabulary/languages/zxx	zxx	No linguistic content	
http://id.loc.gov/vocabulary/languages/zza	zza	Zaza	
